rank,city,state,estimate_population_2018,census_2010,change_in_percentage,land_area_sq_miles_2016,land_area_sq_km_2016,population_density_sq_miles_2016,population_density_sq_km_2016,city_link,area_codes,county,area_land_sq_miles,gov_mayor,area_metro_sq_miles,time_zone_summer_dst,gov_type,area_water_sq_miles,about_city,lattitude,longitude,country
225,Abilene,Texas,122999,117063,+5.07,106.7  ,276.4 ,1146 ,442,"https://en.wikipedia.org/wiki/Abilene,_Texas",325,"taylor, jones",106.8   ,nan,170219,utc−5 (cdt),council-manager,5.4  ," Abilene is located off Interstate 20, between exits 279 on its western edge and 292 on the east. Abilene is 150 miles  west of Fort Worth. The city is looped by I-20 to the north, US 83/84 on the west, and Loop 322 to the east. A railroad divides the city down the center into north and south. The historic downtown area is on the north side of the railroad.Established by cattlemen as a stock shipping point on the Texas and Pacific Railway in 1881, the city was named after Abilene, Kansas, the original endpoint for the Chisholm Trail. The T&P had bypassed the town of Buffalo Gap, the county seat at the time. Eventually, a landowner north of Buffalo Gap, Clabe Merchant, known as the father of Abilene, chose the name for the new town. According to a Dallas newspaper, about 800 people had already begun camping at the townsite before the lots were sold. The town was laid out by Colonel J. Stoddard Johnson, and the auction of lots began early on March 15, 1881. By the end of the first day, 139 lots were sold for a total of $23,810, and another 178 lots were sold the next day for $27,550.", 32.454, -99.7381,USA
226,Wilmington,North Carolina,122607,106476,+15.15,51.6  ,133.6 ,2278 ,880,"https://en.wikipedia.org/wiki/Wilmington,_North_Carolina",nan,nan,nan,nan,nan,,nan,nan," Wilmington is a port city and the county seat of New Hanover County in coastal southeastern North Carolina, United States.With a population of 119,045 in 2017, it is the eighth most populous city in the state.  Wilmington is the principal city of the Wilmington Metropolitan Statistical Area, a metropolitan area that includes New Hanover and Pender counties in southeastern North Carolina, which has a population of 263,429 as of the 2012 Census Estimate.", 34.209, -77.8858,USA
227,Hartford,Connecticut,122587,124775,−1.75,17.4  ,45.1 ,7083 ,2735,"https://en.wikipedia.org/wiki/Hartford,_Connecticut",860/959,hartford,17.4   ,luke bronin ,1214295 ,utc−4 (edt),mayor-council,0.7  ," Hartford was founded in 1635 and is among the oldest cities in the United States. It is home to the nation's oldest public art museum , the oldest publicly funded park , the oldest continuously published newspaper , and the second-oldest secondary school . It also is home to the Mark Twain House, where the author wrote his most famous works and raised his family, among other historically significant sites. Mark Twain wrote in 1868, ""Of all the beautiful towns it has been my fortune to see this is the chief.""Hartford was the richest city in the United States for several decades following the American Civil War. Today, it is one of the poorest cities in the nation, with 3 out of every 10 families living below the poverty threshold. In sharp contrast, the Greater Hartford metropolitan area is ranked 32nd of 318 metropolitan areas in total economic production and 8th out of 280 metropolitan statistical areas in per capita income.", 41.765, -72.6816,USA
228,Victorville,California,122312,115903,+5.53,73.3  ,189.8 ,1668 ,644,"https://en.wikipedia.org/wiki/Victorville,_California",442/760,san bernardino,73.33   ,gloria garcia,nan,utc-7 (pdt),nan,0.56  ," Victorville is a city located in the Victor Valley of southwestern San Bernardino County, California. Its estimated population as of July 1, 2013 was 121,096.In 1858, Aaron G. Lane came to what is now known as Victorville and founded a way station called ""Lane's Crossing."" For many years it provided shelter and supplies for people making the journey across the desert from the east to San Bernardino. Lane's Crossing was on the Mojave River on today's Turner Road, two miles north from where Interstate 15 crosses the river. Captain Lane was a veteran of the Mexican–American War who had suffered from malaria during that war. Originally he migrated west to join the California gold rush, but he learned that he could make a better living selling supplies to the miners.",34.5277,-117.3536,USA
229,Pearland,Texas,122149,91252,+33.86,46.3  ,119.9 ,2453 ,947,"https://en.wikipedia.org/wiki/Pearland,_Texas",nan,nan,nan,nan,nan,,nan,nan," Pearland  is a city in the U.S. state of Texas, within the Houston–The Woodlands–Sugar Land metropolitan area. Most of the city is in Brazoria County, with portions extending into Fort Bend and Harris counties. As of the 2010 census, the city's population was 91,252, up from a population of 37,640 at the 2000 census. Pearland's population growth rate from 2000 to 2010 was 142 percent, which ranked Pearland as the 15th-fastest-growing city in the U.S. during that time period, compared to other cities with a population of 10,000 or greater in 2000. Pearland is the third-largest city in the Houston MSA, and from 2000 to 2010, ranked as the fastest-growing city in the Houston MSA and the second-fastest-growing city in Texas. As of 2015 the population had risen to an estimated 108,821.The area that is now Pearland had its humble beginnings near a siding switch on the Gulf, Colorado and Santa Fe Railway in 1882. When a post office was established in 1893, the community was originally named ""Mark Belt"". On September 24, 1894, the plat of ""Pear-Land"" was filed with the Brazoria County courthouse by Witold von Zychlinski, a man of Polish nobility. At the time Pearland had many fruits harvested by residents. Zychlinski saw the pear trees and decided that ""Pearland"" would make a good name for the community.", 29.555, -95.3231,USA
230,Vallejo,California,121913,115942,+5.15,30.7  ,79.5 ,3951 ,1525,"https://en.wikipedia.org/wiki/Vallejo,_California",707,solano,30.67   ,bob sampayan,nan,utc−7 (pdt),council-manager,18.87  ," Vallejo oʊ is a waterfront city in Solano County, California, located in the North Bay subregion of the San Francisco Bay Area. Vallejo is geographically the closest North Bay city to the inner East Bay, so it is sometimes associated with that region. Its population was 115,942 at the 2010 census. It is the tenth most populous city in the San Francisco Bay Area, and the largest in Solano County. Vallejo sits on the northeastern shore of San Pablo Bay, 30 miles north of San Francisco, the northwestern shore of the Carquinez Strait and the southern end of the Napa River, 15 miles south of Napa. The city is named after General Mariano Guadalupe Vallejo, a native Californio, leading proponent of California's statehood, and one of the first members of the California State Senate; the neighboring city of Benicia is named for his wife, Francisca Benicia Carrillo de Vallejo.Vallejo is home to the Six Flags Discovery Kingdom theme park, the now-defunct Mare Island Naval Shipyard, and the regional office for Region 5 of the United States Forest Service. The colleges and universities in Vallejo are California Maritime Academy, the Vallejo Center campus of Solano Community College, and Touro University California.",38.1079,-122.2640,USA
231,Ann Arbor,Michigan,121890,113934,+6.98,28.1  ,72.8 ,4298 ,1659,"https://en.wikipedia.org/wiki/Ann_Arbor,_Michigan",734,washtenaw,27.90   ,christopher taylor ,344791,utc-4 (edt),council-manager,0.87  ," Ann Arbor is a city in the U.S. state of Michigan and the county seat of Washtenaw County.  The 2010 census recorded its population to be 113,934, making it the sixth largest city in Michigan.Ann Arbor is home to the University of Michigan. The university significantly shapes Ann Arbor's economy as it employs about 30,000 workers, including about 12,000 in the medical center. The city's economy is also centered on high technology, with several companies drawn to the area by the university's research and development infrastructure.", 42.276, -83.7309,USA
232,Berkeley,California,121643,112580,+8.05,10.5  ,27.2 ,11547 ,4458,"https://en.wikipedia.org/wiki/Berkeley,_California",510,alameda,10.47   ,jesse arreguín,nan,utc−7 (pdt),council-manager,7.23  ," Berkeley  is a city on the east shore of San Francisco Bay in northern Alameda County, California. It is named after the 18th-century Irish bishop and philosopher George Berkeley. It borders the cities of Oakland and Emeryville to the south and the city of Albany and the unincorporated community of Kensington to the north. Its eastern border with Contra Costa County generally follows the ridge of the Berkeley Hills. The 2010 census recorded a population of 112,580.Berkeley is home to the oldest campus in the University of California system, the University of California, Berkeley, and the Lawrence Berkeley National Laboratory, which is managed and operated by the University. It also has the Graduate Theological Union, one of the largest religious studies institutions in the world. Berkeley is considered one of the most socially liberal cities in the United States.",37.8670,-122.2991,USA
233,Allentown,Pennsylvania,121433,118032,+2.88,17.5  ,45.3 ,6882 ,2657,"https://en.wikipedia.org/wiki/Allentown,_Pennsylvania",610/ 484,lehigh,17.55   ,ray o'connell ,827048 ,utc−4 (edt),mayor-council,0.48  ," Allentown  is a city located in Lehigh County, Pennsylvania, United States. It is Pennsylvania's third most populous city and the 231st largest city in the United States. As of the 2010 census, the city had a total population of 118,032 and is currently the fastest growing city in all of Pennsylvania. It is the largest city in the metropolitan area known as the Lehigh Valley, which had a population of 821,623 residents as of 2010. Allentown constitutes a portion of the New York City Combined Statistical Area and is the county seat of Lehigh County.  In 2012, the city celebrated the 250th anniversary of its founding in 1762.Located on the Lehigh River, Allentown is the largest of three adjacent cities, in Northampton and Lehigh counties, that make up a region of eastern Pennsylvania known as the Lehigh Valley, the other two cities being Bethlehem, Pennsylvania and Easton, Pennsylvania. Allentown is 50 miles  north-northwest of Philadelphia, the sixth most populous city in the United States, 90 miles  east-northeast of Harrisburg, the state capital, and 90 miles  west of New York City, the nation's largest city.", 40.593, -75.4784,USA
234,Richardson,Texas,120981,99223,+21.93,28.6  ,74.1 ,3963 ,1530,"https://en.wikipedia.org/wiki/Richardson,_Texas",214/ 469/ 972,dallas collin,28.6   ,nan,nan,utc−5 (cdt),council-manager,0.08  ," Settlers from Kentucky and Tennessee came to the Richardson area in the 1840s. Through the 1850s the settlement was located around the present-day site of Richland College.  After the Civil War a railroad was built northwest of the original settlement, shifting the village's center closer to the railroad. Richardson was chartered in 1873, and the town was named after the secretary of the Houston & Texas Central Railroad, Alfred S. Richardson.In 1908, the Texas Electric Railway an electric railway known as the Interurban, connected Richardson to Denison, Waco, Corsicana and Dallas. In 1910 the population was approximately 600. A red brick schoolhouse was built in 1914 and is now the administrative office for the Richardson Independent School District. In 1924 the Red Brick Road, the present-day Greenville Avenue, was completed. The completion of the road brought increased traffic, population and property values. The town incorporated and elected a mayor in 1925. In 1940 the population was approximately 740.After World War II the city experienced major increases in population, which stood at approximately 1,300 by 1950.  Throughout the 1950s the city continued to see growth including the opening of the Collins Radio Richardson office, Central Expressway, a police department, shopping centers and many homes. Texas Instruments opened its offices in Dallas on the southern border of Richardson in 1956.  This was followed by significant gains in land values, population and economic status.  In the 1960s Richardson experienced additional growth including several new parks, facilities and the creation of the University of Texas at Dallas within the city limits.  By 1972 the population was approximately 56,000.  Residential growth continued through the 1970s and slowed in the 1980s.  Commercial development increased throughout the 1980s.  Richardson had a population of 74,840 according to the 1990 census.  Population increases throughout the 1990s was primarily from development of the northeast part of the city.  The city of Buckingham, after being completely surrounded by Richardson, was annexed into the city in 1996.", 32.972, -96.7081,USA
235,Odessa,Texas,120568,99940,+20.64,45.2  ,117.1 ,2608 ,1007,"https://en.wikipedia.org/wiki/Odessa,_Texas",432,"ector, midland",43.9   ,nan,nan,utc−5 (cdt),council-manager,0.1  ," Odessa is said to have been named after Odessa, Ukraine, because of the local shortgrass prairie's resemblance to Ukraine's steppe landscape.Odessa was founded in 1881 as a water stop and cattle-shipping point on the Texas and Pacific Railway. The first post office opened in 1885. Odessa became the county seat of Ector County in 1891 when the county was first organized. It was incorporated as a city in 1927, after oil was discovered in Ector County on the Connell Ranch southwest of Odessa.",31.8838,-102.3411,USA
236,Arvada,Colorado,120492,106433,+13.21,38.6  ,100.0 ,3043 ,1175,"https://en.wikipedia.org/wiki/Arvada,_Colorado",303/720,jefferson countyadams county,38.67   ,marc williams ,nan,utc−6 (mdt),home rule municipality,0.72  ," Arvada  is a Home Rule Municipality in Jefferson and Adams counties, a part of the Denver-Aurora-Lakewood, CO Metropolitan Statistical Area of the U.S. state of Colorado. As of the 2010 census the population was 106,433, and in 2016 the estimated population was 117,453, ranking Arvada as the seventh most populous municipality in Colorado. The Olde Town Arvada historic district is 7 miles  northwest of the Colorado State Capitol in Denver.The first documented discovery of gold in the Rocky Mountain region occurred on June 22, 1850, when Lewis Ralston, a Georgia prospector headed for the California gold fields, dipped his sluice pan into a small stream near its mouth at Clear Creek. Ralston found about 1/4 ounce  of gold, then worth about five dollars. Ralston's companions named the stream Ralston's Creek in his honor, but they all left the next morning, drawn by the lure of California gold.",39.8337,-105.1503,USA
237,Cambridge,Massachusetts,118977,105162,+13.14,6.4  ,16.6 ,17289 ,6675,"https://en.wikipedia.org/wiki/Cambridge,_Massachusetts",617 / 857,middlesex,6.43   ,marc c. mcgovern,nan,utc−4 (eastern),council-city manager,0.70  ," Cambridge  is a city in Middlesex County, Massachusetts, and part of the Boston metropolitan area.Situated directly north of Boston, across the Charles River, it was named in honor of the University of Cambridge in England, an important center of the Puritan theology embraced by the town's founders.:18", 42.376, -71.1187,USA
238,Sugar Land,Texas,118600,91252,+29.97,34.0  ,88.1 ,3488 ,1347,"https://en.wikipedia.org/wiki/Sugar_Land,_Texas",nan,nan,nan,nan,nan,,nan,nan," Sugar Land is one of the most affluent and fastest-growing cities in Texas. Its population increased more than 158% between 1990 and 2000. Between 2000 and 2007, Sugar Land also saw a 46% increase in jobs. As of the 2010 census, the city's population was 78,817. Following the annexation of the Greatwood and New Territory communities in December 2017, the city's population was estimated at 118,118 as of January 1, 2019.Sugar Land is home to the headquarters of Imperial Sugar; the company's main sugar refinery and distribution center were once located in the city. The Imperial Sugar crown logo is featured in the city seal and logo.", 29.599, -95.6142,USA
239,Beaumont,Texas,118428,118296,+0.11,82.1  ,212.6 ,1441 ,556,"https://en.wikipedia.org/wiki/Beaumont,_Texas",409,jefferson,82.8   ,nan,404872 ,utc−5 (cdt),council-manager,3.1  ," Beaumont  is a city in and the county seat of Jefferson County, Texas, in the United States, within the Beaumont–Port Arthur Metropolitan Statistical Area. Located in Southeast Texas on the Neches River about 85 miles  east of Houston , Beaumont had a population of 117,267 at the time of the 2010 census, making it the thirtieth-most populous city in the state of Texas.Beaumont was founded as a town in 1835. The early European–American settlement had an economy based on the development of lumber, farming, and port industries. In 1892, Joseph Eloi Broussard opened the first commercially successful rice mill in the state, stimulating development of rice farming in the area; he also started an irrigation company  to support rice culture. Rice became an important commodity crop in Texas, and is now cultivated in 23 counties.", 30.084, -94.1453,USA
240,Lansing,Michigan,118427,114297,+3.61,39.1  ,101.3 ,2967 ,1146,"https://en.wikipedia.org/wiki/Lansing,_Michigan",517,"ingham, clinton, eaton",39.17   ,andy schor ,464036,utc-4 (edt),strong mayor-council,0.64  ," The Lansing metropolitan area, colloquially referred to as ""Mid-Michigan"", is an important center for educational, cultural, governmental, commercial, and industrial functions. Neighboring East Lansing is home to Michigan State University, a public research university with an enrollment of more than 50,000.  The area features two medical schools, one veterinary school, two nursing schools, and two law schools.  It is the site of the Michigan State Capitol, the state Supreme Court, the Court of Appeals, a federal court, the Library of Michigan and Historical Center, and headquarters of four national insurance companies.Lansing is the only U.S. state capital  that is not also a county seat. The seat of government of Ingham County is Mason, but the county maintains some offices in Lansing.", 42.714, -84.5593,USA
241,Evansville,Indiana,117963,117429,+0.45,47.3  ,122.5 ,2526 ,975,"https://en.wikipedia.org/wiki/Evansville,_Indiana",812/930,vanderburgh,47.35   ,lloyd winnecke ,358676 ,utc-5 (cdt),nan,0.49  ," Situated on an oxbow in the Ohio River, the city is often referred to as the ""Crescent Valley"" or ""River City"". As a testament to the Ohio's grandeur, early French explorers named it La Belle Rivière . The area has been inhabited by various indigenous cultures for millennia, dating back at least 10,000 years. Angel Mounds was a permanent settlement of the Mississippian culture from 1000 AD to around 1400 AD. The European-American city was founded in 1812.Four NYSE companies  are headquartered in Evansville, along with the global operations center for NYSE company Mead Johnson. Three other companies traded on the NASDAQ  are also headquartered in Evansville. The city is home to public and private enterprise in many areas, as Evansville serves as the region's economic hub.", 37.987, -87.5347,USA
242,Rochester,Minnesota,116961,106769,+9.55,54.6  ,141.4 ,2088 ,806,"https://en.wikipedia.org/wiki/Rochester,_Minnesota",507,olmsted,55.20   ,kim norton ,218280 ,utc−5 (cdt),nan,0.29  ," Rochester is a city founded in 1854 in the U.S. State of Minnesota and is the county seat of Olmsted County located on the Zumbro River's south fork in Southeast Minnesota. It is Minnesota's third-largest city and the largest city located outside the Minneapolis-St. Paul Metropolitan Statistical Area. As of 2015, the Rochester metropolitan area has a population of 215,884. According to the 2010 United States Census the city has a population of 106,769. The U.S. Census Bureau estimated that the 2018 population was 116,941. It is the home of the Mayo Clinic and an IBM facility, formerly one of the company's largest. The city has long been rated as one of the best places to live in the United States by multiple publications such as Money.The area developed as a stagecoach stop between Saint Paul, Minnesota, and Dubuque, Iowa near the Zumbro River. The community was founded by George Head and his wife Henrietta who built log cabin Head's Tavern in 1854 and named the city after his hometown of Rochester, New York. When the Winona and St Peter Railroad initiated service in October 1864, it brought new residents and business opportunities further spurring growth and expansion. In 1863, Dr. William W. Mayo arrived as the examining surgeon for Union draftees in the Civil War. Rochester celebrated its sesquicentennial in 2004.", 44.015, -92.4772,USA
243,Independence,Missouri,116925,116830,+0.08,77.8  ,201.5 ,1504 ,581,"https://en.wikipedia.org/wiki/Independence,_Missouri",816,jackson,77.57   ,eileen weir,nan,utc−5 (cdt),nan,0.68  ," Independence is known as the ""Queen City of the Trails"" because it was a point of departure for the California, Oregon, and Santa Fe Trails.  Independence was also the hometown of U.S. President Harry S. Truman; the Truman Presidential Library and Museum is located in the city, and Truman and First Lady Bess Truman are buried here.  The city is also sacred to many Latter Day Saints, with Joseph Smith's 1831 Temple Lot being located here, as well as the headquarters of several Latter Day Saint factions.Independence was originally inhabited by Missouri and Osage Indians, followed by the Spanish and a brief French tenure.  It became part of the United States with the Louisiana Purchase of 1803.  Lewis and Clark recorded in their journals that they stopped in 1804 to pick plums, raspberries, and wild apples at a site that would later form part of the city.", 39.085, -94.3521,USA
244,Fairfield,California,116884,105321,+10.98,40.9  ,105.9 ,2806 ,1083,"https://en.wikipedia.org/wiki/Fairfield,_California",707,solano,40.92   ,harry t. price,nan,utc−7 (pdt),council-manager,0.27  ," Fairfield is a city in, and the county seat of, Solano County, California, in the North Bay sub-region of the San Francisco Bay Area. It is generally considered the midpoint between the cities of San Francisco and Sacramento, approximately 40 miles  from the city center of both cities, approximately 40 miles  from the city center of Oakland, less than 19 miles  from Napa Valley, 16 miles  from the Carquinez Bridge, and 14 miles  from the Benicia Bridge. Fairfield was founded in 1856 by clippership captain Robert H. Waterman, and named after his former hometown of Fairfield, Connecticut.It is the home of Travis Air Force Base and the headquarters of Jelly Belly.  With a population of 108,321 at the 2010 census, it is slightly smaller in population than Vallejo. Other nearby cities include Suisun City, Vacaville, Rio Vista, Benicia, and Napa.",38.2593,-122.0321,USA
245,Provo,Utah,116702,112488,+3.75,41.7  ,108.0 ,2803 ,1082,"https://en.wikipedia.org/wiki/Provo,_Utah",385/ 801,utah,41.7   ,michelle kaufusi,526810,utc−6 (mdt),strong mayor,2.5  ," Provo  is the third-largest city in Utah, United States. It is 43 miles  south of Salt Lake City along the Wasatch Front. Provo is the largest city and county seat of Utah County.Provo lies between the cities of Orem to the north  and Springville to the south. With a population at the 2010 census of 115,264, Provo is the principal city in the Provo-Orem metropolitan area, which had a population of 526,810 at the 2010 census. It is Utah's second-largest metropolitan area after Salt Lake City.",40.2453,-111.6448,USA
246,Clearwater,Florida,116478,107685,+8.17,25.9  ,67.1 ,4415 ,1705,"https://en.wikipedia.org/wiki/Clearwater,_Florida",nan,nan,nan,nan,nan,,nan,nan," Clearwater is a city located in Pinellas County, Florida, United States, northwest of Tampa and St. Petersburg. To the west of Clearwater lies the Gulf of Mexico and to the southeast lies Tampa Bay. As of the 2010 census, the city had a population of 107,685. Clearwater is the county seat of Pinellas County and is the smallest of the three principal cities in the Tampa-St. Petersburg-Clearwater metropolitan area, most commonly referred to as the Tampa Bay Area.Cleveland Street is one of the city's historic avenues, and the city includes Spectrum Field and Coachman Park. The city is separated by the Intracoastal Waterway from Clearwater Beach.", 27.978, -82.7666,USA
247,College Station,Texas,116218,93857,+23.82,51.0  ,132.1 ,2199 ,849,"https://en.wikipedia.org/wiki/College_Station,_Texas",979,brazos,49.5   ,karl mooney,273101 ,utc-5 (cdt),council-manager,0.2  ," College Station is a city in Brazos County, Texas, situated in East-Central Texas in the heart of the Brazos Valley, in the center of the region known as Texas Triangle. It is 90 miles  northwest of Houston and 87 miles  northeast of Austin. As of the 2010 census, College Station had a population of 93,857, which had increased to an estimated population of 121,321 as of February 2019. College Station and Bryan together make up the Bryan-College Station metropolitan area, the 13th-largest metropolitan area in Texas with 273,101 people as of 2019.College Station is home to the main campus of Texas A&M University, the flagship institution of the Texas A&M University System. The city owes both its name and existence to the university's location along a railroad. Texas A&M's triple designation as a Land-, Sea-, and Space-Grant institution reflects the broad scope of the research endeavors it brings to the city, with ongoing projects funded by agencies such as NASA, the National Institutes of Health, the National Science Foundation, and the Office of Naval Research.", 30.585, -96.2964,USA
248,West Jordan,Utah,116046,103712,+11.89,32.3  ,83.7 ,3520 ,1360,"https://en.wikipedia.org/wiki/West_Jordan,_Utah",385/ 801,salt lake,30.9   ,nan,nan,utc−6 (mdt),nan,0.0  ," Settled in the mid-19th century, the city has developed into its own regional center. As of 2012, the city has four major retail centers; with Jordan Landing being one of the largest mixed-use planned developments in the Intermountain West. Companies headquartered in West Jordan include Mountain America Credit Union, Lynco Sales & Service, SME Steel, and Cyprus Credit Union. The city has one major hospital, Jordan Valley Medical Center, and a campus of Salt Lake Community College, which is designed to become the main campus by 2020.City landmarks include Gardner Village, established in 1850, and South Valley Regional Airport, formerly known as ""Salt Lake Airport #2."" The airport serves general aviation operations as well as a base for the 211th Aviation Regiment of the Utah Army National Guard flying Apache and Black Hawk helicopters. It is home to professional gamer Tyler Blevins and comedian Kevin Dougall.",40.6024,-112.0008,USA
249,Carlsbad,California,115877,105328,+10.02,37.7  ,97.6 ,3023 ,1167,"https://en.wikipedia.org/wiki/Carlsbad,_California",442/760,san diego,37.74   ,carl armstrong-champ,nan,utc−7 (pdt),council–manager,1.38  ," Carlsbad is a city in the North County region of San Diego County, California, United States. The city is 87 miles  south of downtown Los Angeles and 35 miles  north of downtown San Diego and is part of the San Diego-Carlsbad, CA Metropolitan Statistical Area. Referred to as ""The Village by the Sea"" by locals, Carlsbad is a tourist destination. The city's estimated 2014 population was 112,299. Among the nation's top 20 wealthiest communities, Carlsbad is the 5th richest city in the state of California with a median household income close to US$105,000.Carlsbad's history began with the Luiseño people . Nearly every reliable fresh water creek had at least one native village, including one called Palamai.  The site is located just south of today's Agua Hedionda Lagoon.",33.1239,-117.2828,USA
250,El Monte,California,115586,113475,+1.86,9.6  ,24.9 ,12063 ,4658,"https://en.wikipedia.org/wiki/El_Monte,_California",626,los angeles,9.56   ,andre quintero,nan,utc−7 (pdt),council-manager,0.09  ," El Monte's slogan is ""Welcome to Friendly El Monte""  and historically is known as ""The End of the Santa Fe Trail"". As of the 2010 census, the city had a total population of 113,475, down from 115,965 at the 2000 census.  As of 2010, El Monte was the 51st largest city in California.El Monte is situated between the San Gabriel and Rio Hondo Rivers; residents claimed that anything could be grown in the area. Between 1770 and 1830, Spanish soldiers and missionaries often stopped here for respite. They called the area 'El Monte,' which in Spanish means  'the mountain' or 'the mount'.  Most people assume the name refers to a mountain, but there were no mountains in the valley.  The word is an archaic Spanish translation of that era, meaning ""the wood"".  The first explorers had found this a rich, low-altitude land, blanketed with thick growths of wispy willows, alders, and cattails, located between the two rivers. Wild grapevines and watercress also abounded.  El Monte is approximately 7 miles long and 4 miles wide. When the State Legislature organized California into more manageable designated townships in the 1850s, they called it the El Monte Township. In a short time the name returned to the original El Monte.",34.0746,-118.0291,USA
251,Murrieta,California,114985,103466,+11.13,33.6  ,87.0 ,3324 ,1283,"https://en.wikipedia.org/wiki/Murrieta,_California",951,riverside,33.60   ,nan,nan,utc−7 (pdt),council–manager,0.04  ," Murrieta is a city in southwestern Riverside County, California, United States. The population of Murrieta was 103,466 at the 2010 census. Murrieta experienced a 133.7% population increase between 2000 and 2010, according to the most recent census, making Murrieta one of the fastest-growing cities in the state. This population boom in 2010 surpassed the population of the historically larger and more commercial city of Temecula to the south for the first time since the incorporation of either city. Temecula and Murrieta together form the southwestern anchor of the Inland Empire region. The Murrieta-Temecula-Menifee Urban Area had a population of 441,546 at the 2010 Census. Largely residential in character, Murrieta is typically characterized as a commuter town, with many of its residents commuting to jobs in San Diego County, Orange County, Los Angeles County, Temecula, and Camp Pendleton.Murrieta is bordered by the city of Temecula to the south, the cities of Menifee and Wildomar to the north, and the unincorporated community of French Valley to the east.",33.5721,-117.1904,USA
252,Temecula,California,114742,100097,+14.63,37.3  ,96.6 ,3031 ,1170,"https://en.wikipedia.org/wiki/Temecula,_California",951,riverside,37.27   ,nan,nan,utc−7 (pdt),nan,0.01  ," Temecula  is a city in southwestern Riverside County, California, United States. The city is a tourist and resort destination, with the Temecula Valley Wine Country, Old Town Temecula, the Temecula Valley Polo Club, the Temecula Valley Balloon & Wine Festival, the Temecula Valley International Film Festival, championship golf courses, and resort accommodations for tourists which contribute to the city's economic profile.The City of Temecula, forming the southwestern anchor of the Inland Empire region, is approximately 58 miles  north of downtown San Diego and 85 miles  southeast of downtown Los Angeles. Temecula is bordered by the city of Murrieta to the north and the Pechanga Indian Reservation and San Diego County to the south. The population was 100,097 during the 2010 census and an estimated 2018 population of 113,181. It was incorporated on December 1, 1989.",33.4931,-117.1317,USA
253,Springfield,Illinois,114694,116250,−1.34,60.1  ,155.7 ,1925 ,743,"https://en.wikipedia.org/wiki/Springfield,_Illinois",217,sangamon,60.09   ,jim langfelder ,211752,utc−5 (cdt),nan,6.28  ," Present-day Springfield was settled by European Americans in the late 1810s, around the time Illinois became a state. The most famous historic resident was Abraham Lincoln, who lived in Springfield from 1837 until 1861, when he went to the White House as President. Major tourist attractions include multiple sites connected with Lincoln including his presidential library and museum, his home, and his tomb at Oak Ridge Cemetery.The capital is centrally located within the state. The city lies in a valley and plain near the Sangamon River. Lake Springfield, a large artificial lake owned by the City Water, Light & Power company , supplies the city with recreation and drinking water. Weather is fairly typical for middle latitude locations, with hot summers and cold winters. Spring and summer weather is like that of most midwestern cities; severe thunderstorms may occur. Tornadoes hit the Springfield area in 1957 and 2006.", 39.791, -89.6446,USA
254,Palm Bay,Florida,114194,103190,+10.66,65.7  ,170.2 ,1676 ,647,"https://en.wikipedia.org/wiki/Palm_Bay,_Florida",321,brevard,65.72   ,william capote,543376,utc−4 (edt),council-manager,3.14  ," Palm Bay is a principal city of the Palm Bay−Melbourne−Titusville Metropolitan Statistical Area, which had a population of 543,376 at the 2010 census.The Ais people, attracted to the mouth of Turkey Creek at the Indian River by freshwater springs, fish, oysters, and wildlife, are thought to have been the first inhabitants in the Palm Bay area.", 27.985, -80.6626,USA
255,Costa Mesa,California,113615,109960,+3.32,15.7  ,40.7 ,7186 ,2775,"https://en.wikipedia.org/wiki/Costa_Mesa,_California",nan,nan,nan,nan,nan,,nan,nan," Costa Mesa  is a city in Orange County, California. Since its incorporation in 1953, the city has grown from a semi-rural farming community of 16,840 to a primarily suburban and edge city with an economy based on retail, commerce, and light manufacturing. The population was 109,960 at the 2010 United States Census.Members of the GabrieleñoLuiseño nations long inhabited the area. After the 1769 expedition of Gaspar de Portolà, a Spanish expedition led by Junípero Serra named the area Vallejo de Santa Ana . On November 1, 1776, Mission San Juan Capistrano became the area's first permanent European settlement in Alta California, New Spain.",33.6659,-117.9123,USA
256,Westminster,Colorado,113479,106114,+6.94,31.7  ,82.1 ,3592 ,1387,"https://en.wikipedia.org/wiki/Westminster,_Colorado",303/720,adams countyjefferson county,31.73   ,herb atchison,nan,utc−6 (mdt),home rule municipality,2.32  ," Gold discovered in the South Platte River Valley in 1858 brought national attention to the area that would become Westminster, Colorado. The promise of fortune and the Land Act of 1862 encouraged many settlers from the east to make Colorado their home instead of heading on to California. Before the settlements came, wildlife like antelope and buffalo made their homes in this area. There is also evidence of Arapaho Indians near the Crown Point  area.After the first permanent white settler, Pleasant DeSpain, built his home in 1870 on 160 acres , the area became known as DeSpain Junction and began attracting other settlers including horse breeder Edward Bruce Bowles who was instrumental in constructing the town's train depot in 1881. In 1885, Connecticut real estate developer C. J. Harris arrived in DeSpain Junction and began buying up land. Soon the town was renamed Harris, but was also known as Darell Park.",39.8822,-105.0644,USA
